uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"575c3428-a7e9-4aa6-9b2c-218d5a3834d0","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","40","3",,"TEMP.PLA.CPER.2014.14157",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"54fa8674-8e8f-4146-9d0f-ac754d6ef681","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","41","4",,"TEMP.PLA.CPER.2014.14158",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"998a2aef-07be-4740-bfc1-884f129f8256","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","31","1",,"TEMP.PLA.CPER.2014.14156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"d22893b0-9782-4f02-a000-323dcc23b0bf","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","40","1",,"TEMP.PLA.CPER.2014.14155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"fa7e96dd-c950-4d3c-9ef4-e3844fa4e0a5","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","31","4",,"TEMP.PLA.CPER.2014.14154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"969e1d79-6a99-42f6-9d78-8bce09de4617","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","32","2",,"TEMP.PLA.CPER.2014.14152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"bb62b1b9-0c3b-40b7-841e-8328edc92a9e","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","32","4",,"TEMP.PLA.CPER.2014.14151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"c2d989e2-333d-4e3f-8bf0-54654e96fbdd","CPER_014.basePlot.vst","2014-10-01","vst_CPER_2014","D10","CPER","CPER_014","41","1",,"TEMP.PLA.CPER.2014.14153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4b3b5a63-3058-4922-a49b-db9f3c06769f","CPER_070.basePlot.vst","2014-10-03","vst_CPER_2014","D10","CPER","CPER_070","31",,,"TEMP.PLA.CPER.2014.70151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"e0c75862-53aa-4b55-b415-6881ba3bbb9c","CPER_070.basePlot.vst","2014-10-03","vst_CPER_2014","D10","CPER","CPER_070","32",,,"TEMP.PLA.CPER.2014.70152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
