uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"a5225746-65c7-4800-835b-0ce223d370e5","CPER_061.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_061","41","4",,"TEMP.PLA.CPER.2016.61151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,18,0,,,,,"dbradley@neoninc.org","skovach@field-ops.org",
"72854c0f-326c-4cf8-aef3-797452cd25b3","CPER_058.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_058","41","4",,"TEMP.PLA.CPER.2016.58156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,13,0,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"f967a8dd-b23e-46a6-a155-99b340dfe256","CPER_069.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_069","40","3",,"TEMP.PLA.CPER.2016.69155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,4,0,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"f1b8535e-84d0-4b40-b230-2284a076895b","CPER_074.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_074","40","3",,"TEMP.PLA.CPER.2016.74156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,34,2,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"21af0487-c4ff-4b8b-90a2-77cc4ae5c6d7","CPER_061.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_061","32","2",,"TEMP.PLA.CPER.2016.61154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,3,0,,,,,"dbradley@neoninc.org","skovach@field-ops.org",
"086171d3-b3be-4cb5-bc41-80890537890e","CPER_061.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_061","40","1",,"TEMP.PLA.CPER.2016.61156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,90,4,,,,,"dbradley@neoninc.org","skovach@field-ops.org",
"e4f39776-c3d7-4291-9853-7d97cc81b43b","CPER_058.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_058","31","1",,"TEMP.PLA.CPER.2016.58151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,5,0,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"b0a094d0-dfc7-4e67-b9ef-882c4e3f19da","CPER_045.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_045","40","1",,"TEMP.PLA.CPER.2016.45151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,16,0,,,,,"skovach@field-ops.org","kbenson@field-ops.org",
"854007dc-eb48-479f-a4f4-5779ed8b6fad","CPER_058.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_058","31","4",,"TEMP.PLA.CPER.2016.58152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,21,4,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"ca7e847d-2c8d-442e-98a3-ded76eeb854b","CPER_053.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_053","41","1",,"TEMP.PLA.CPER.2016.53157",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,13,0,,,,,"skovach@field-ops.org","kbenson@field-ops.org",
"0d2542e7-cdfd-4ce4-a1f4-436d10f34114","CPER_053.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_053","40","1",,"TEMP.PLA.CPER.2016.53155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,3,0,,,,,"skovach@field-ops.org","kbenson@field-ops.org",
"9d266ec5-e37d-4eee-a09c-6e221600d944","CPER_053.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_053","32","4",,"TEMP.PLA.CPER.2016.53154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,10,1,,,,,"skovach@field-ops.org","kbenson@field-ops.org",
"ad5b1ba5-7a86-48d4-b40b-3f283c7bf5f8","CPER_053.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_053","40","3",,"TEMP.PLA.CPER.2016.53156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,6,0,,,,,"skovach@field-ops.org","kbenson@field-ops.org",
"01839e4a-26d4-4ae2-94b7-88d274c1ef59","CPER_061.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_061","41","1",,"TEMP.PLA.CPER.2016.61158",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,15,1,,,,,"dbradley@neoninc.org","skovach@field-ops.org",
"96c03645-030d-457e-8dec-89db365df830","CPER_074.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_074","31","4",,"TEMP.PLA.CPER.2016.74152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,69,0,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"f5b4b783-5429-46ec-b244-ab84f6d7a377","CPER_069.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_069","41","1",,"TEMP.PLA.CPER.2016.69154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,20,0,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"2e8084aa-3ec3-4cca-8c59-d3a268b87270","CPER_061.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_061","32","4",,"TEMP.PLA.CPER.2016.61155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,26,0,,,,,"dbradley@neoninc.org","skovach@field-ops.org",
"d81bc331-7ede-4609-9428-72069733e954","CPER_069.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_069","31","4",,"TEMP.PLA.CPER.2016.69153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,15,2,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"dcda823f-5a67-40a7-b680-1f7799b788a0","CPER_068.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_068","41","4",,"TEMP.PLA.CPER.2016.68155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,11,3,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
"e42df656-c5e4-412a-a4aa-c66e598a49b4","CPER_074.basePlot.vst","2016-10-17","vst_CPER_2016","D10","CPER","CPER_074","32","4",,"TEMP.PLA.CPER.2016.74154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,47,3,,,,,"dbradley@neoninc.org","jlinden@field-ops.org",
