uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"ff07fcad-0811-4106-999e-9cefb38ace99","CPER_050.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_050","32","4",,"TEMP.PLA.CPER.2015.50162",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,51,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"27c49626-547c-45b3-98c8-5135e16aee4e","CPER_050.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_050","32","2",,"TEMP.PLA.CPER.2015.50155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,26,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"6a2d57c3-1134-45d2-b7bd-0a538257e47c","CPER_050.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_050","40","3",,"TEMP.PLA.CPER.2015.50152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,69,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"f61aac2d-4d04-4e1d-81b4-4c7374cf43fd","CPER_068.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_068","40",,,"TEMP.PLA.CPER.2015.68151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,264,0,,,,,"jjensen@field-ops.org","jhausknecht@field-ops.org",
"1833ebe2-7bf6-492e-8ace-077c19553202","CPER_050.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_050","31","1",,"TEMP.PLA.CPER.2015.50151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,20,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"488e8935-24f1-4e0f-bf3c-1edf49251d75","CPER_065.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_065","31","1",,"TEMP.PLA.CPER.2015.65153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,110,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"dafa38c8-28e6-4107-9049-db445d57163c","CPER_068.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_068","41",,,"TEMP.PLA.CPER.2015.68153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,222,1,,,,,"jjensen@field-ops.org","jhausknecht@field-ops.org",
"e55be6d8-478f-4d8d-9d16-710f15b53b44","CPER_050.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_050","41","4",,"TEMP.PLA.CPER.2015.50153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,16,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"b170a505-75f8-4c5e-8256-89f8054b1505","CPER_065.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_065","40","3",,"TEMP.PLA.CPER.2015.65155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,22,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
"44d0063c-52f1-4b2b-a131-4f82e7f12d6c","CPER_065.basePlot.vst","2015-10-01","vst_CPER_2015","D10","CPER","CPER_065","32","4",,"TEMP.PLA.CPER.2015.65152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,0,,,,,"jjensen@field-ops.org","jrappaport@field-ops.org",
