uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"99953d24-a7e2-448d-abb7-e7f232270509","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","31","4",,"TEMP.PLA.CPER.2014.13158",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"fb9dc13c-2d33-44b4-a51e-64466118f458","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","32","2",,"TEMP.PLA.CPER.2014.13156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"406fca2d-867c-4a1d-a84b-53b44825e5cd","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","41","4",,"TEMP.PLA.CPER.2014.13157",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"7e9b5a69-5c8e-42d3-9101-b751804e9546","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","40","1",,"TEMP.PLA.CPER.2014.13155",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"878050c5-5cb5-45c3-986e-b1add515fc24","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","41","1",,"TEMP.PLA.CPER.2014.13154",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"ff11ac56-cab0-41a6-8bfb-a4d4d37a631b","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","40","3",,"TEMP.PLA.CPER.2014.13153",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"02e8bf8b-1079-4e51-8fe3-d7712a59d8c1","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","31","1",,"TEMP.PLA.CPER.2014.13152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"914878c3-165f-4b29-bd81-e7f5a1ae375d","CPER_013.basePlot.vst","2014-09-10","vst_CPER_2014","D10","CPER","CPER_013","32","4",,"TEMP.PLA.CPER.2014.13151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"d69b03a0-8f1b-4247-ad66-00f433a5b2c0","CPER_066.basePlot.vst","2014-09-11","vst_CPER_2014","D10","CPER","CPER_066","31","1",,"TEMP.PLA.CPER.2014.66156",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
"c84ccabd-1ec3-419e-87e5-93527f4bed3f","CPER_056.basePlot.vst","2014-09-11","vst_CPER_2014","D10","CPER","CPER_056","32",,,"TEMP.PLA.CPER.2014.56152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus",,,,,,,,,,,,,,,,,,,,,,,,,,,
