uid,namedLocation,date,eventID,domainID,siteID,plotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"e0897bce-e21f-48b1-8a11-9cfcd0387a26","CPER_061.basePlot.vst","2017-09-18","vst_CPER_2017","D10","CPER","CPER_061","NEON.PLA.D10.CPER.00144",,"ok","small shrub","Live",,,,0.3,,,,0.4,0.3,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Pjudge@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"e7d49f3b-b3ec-44d1-bdf7-436ff7242db4","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00103",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"14bf9221-f0d1-4f5a-957d-88023c1caf39","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Standing dead",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"554aae71-96ae-4da7-bed6-e97ec7ee077a","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"4fe7efc0-8eab-45bb-8f95-b292fe1f71fc","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00104",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"e930f444-614a-48b9-ba1b-4e59534dfc4e","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00224",,"ok","small shrub","Live",,,,0.7,,,,1.6,1.6,,"half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"febd37b7-c3de-4927-a158-a55ae2c35bc2","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00219",,"ok","small shrub","Live",,,,0.5,,,,1.2,0.5,,"oblate half-sphere",2.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"a2d35b23-35ce-4bf9-96e0-4b61ea4154b6","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00105",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.7,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"ab2b21df-5699-4660-87cb-86910364bc35","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00222",,"ok","small shrub","Live",,,,,,,,1.5,1.2,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"f62f7644-52b1-47a6-935c-5f59c7254240","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00104",,"ok","small shrub","Standing dead",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",2.4,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"ba19ef3b-4f95-4a3c-bb38-eb641d0193f2","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00227",,"ok","small shrub","Live",,,,0.5,,,,1.2,1.0,,"oblate half-sphere",1.8,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"2c93432f-4f09-4b9c-b4fb-20002717d3ba","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00104",,"ok","small shrub","Dead, broken bole",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"06c508e2-d532-40ee-8f68-020d8f09f495","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00226",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.9,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"74f3b10d-198c-46f3-893f-071ef76e4b93","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00227",,"ok","small shrub","Live",,,,0.5,,,,1.2,1.0,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"7777643e-0d30-4ef2-b32d-3a5b08215f19","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00223",,"ok","small shrub","Standing dead",,,,0.3,,,,0.6,0.5,,"oblate half-sphere",2.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"04f7f600-8824-4ddb-96aa-ee6b9be99d44","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00219",,"ok","small shrub","Standing dead",,,,0.5,,,,1.2,0.5,,"oblate half-sphere",1.7,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"65077c52-2183-4982-8ece-0ae49dfec8a9","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"cdd9f6fb-b80c-4d12-a091-c0db10d8df53","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"3d722e7a-e83e-45d1-a615-f063646c27d9","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00223",,"ok","small shrub","Dead, broken bole",,,,0.3,,,,1.1,0.7,,"oblate half-sphere",2.5,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"464bec4b-e51e-4620-bce2-521fda22d77e","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00224",,"ok","small shrub","Live",,,,0.7,,,,1.6,1.6,,"half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"77598fd0-289a-4320-b431-d3802abfee5c","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00220",,"ok","small shrub","Live",,,,0.9,,,,1.6,1.5,,"half-sphere",1.8,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"84bc63c0-448b-48a7-b7f2-d706cdbe170d","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00224",,"ok","small shrub","Live",,,,0.7,,,,1.6,1.6,,"half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"445c6bfd-8a56-4387-8667-1bac40215ac7","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"267507fe-cc69-4741-9431-d18f872d7d62","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00103",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"666ad43a-9be1-4999-b700-4768be5e5a96","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00226",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.9,,"oblate half-sphere",1.9,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"e830457a-8f5e-4dcf-888c-f8722551b950","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00222",,"ok","small shrub","Live",,,,,,,,,,,"oblate half-sphere",1.6,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"bb3dd4b8-cd2b-424c-98c2-954f7520c53e","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"639c9488-9cc5-435d-b21d-611c9768bf55","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"0b938967-f37a-4e4c-97db-6f4f9987c55a","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Standing dead",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.4,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"38c809c6-4c6e-438e-87ff-f9e6b9e9dcd2","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00105",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.7,,"oblate half-sphere",2.2,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"0678b890-2b3f-4d02-8142-573a34088a85","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00104",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"81762efd-c0de-4634-a841-e2284fa4d2c8","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00226",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.9,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"4e2115cd-401c-47d8-be1a-a6a27e0a7ef6","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"cc568713-b21e-4d60-a6a8-453a9291d323","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"b349fdd2-b371-4ff6-ab70-70d463a60701","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00105",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.7,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"ce3b6fe5-c343-4955-b351-cbae73e2ea77","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00226",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.9,,"oblate half-sphere",1.7,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"7d72c79d-9a1e-47ad-bdaa-9da78ac0982c","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"502ebe25-df78-4f95-abe8-3d4f7e9b8459","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"9ec5e942-ee96-4264-b939-85d721a5bcba","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00223",,"ok","small shrub","Dead, broken bole",,,,0.3,,,,0.6,0.5,,"oblate half-sphere",1.4,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"88bbb3fe-6551-4174-a19a-2bb69bd3d76f","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"2ada9fe6-834c-43e0-8818-d29308c1fbc0","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00223",,"ok","small shrub","Standing dead",,,,0.3,,,,0.6,0.5,,"oblate half-sphere",1.7,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"c81a3052-2a04-41fd-af11-39457e051740","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00224",,"ok","small shrub","Live",,,,0.7,,,,1.6,1.6,,"half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"659d6ae1-81b0-40e2-91ad-807cdbc978bc","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.6,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"ebd16f88-3a1e-4f05-b559-8320e6f7c889","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00222",,"ok","small shrub","Live",,,,0.6,,,,1.5,1.2,,"oblate half-sphere",1.7,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"dd15b74c-287b-4028-818c-164c4aed5db1","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"9249654a-0e76-473c-ace4-a730b5c4bc42","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00103",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"4647f1f0-3c7d-4b51-8868-7378d431f2c8","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"bc53cee0-e535-41ee-993d-55ab8b6109ee","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00222",,"ok","small shrub","Live",,,,,,,,1.5,1.2,,"oblate half-sphere",2.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"d5c003d2-fd91-4e1f-9e7d-2f7108bb9fa9","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Standing dead",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"3c8f9a96-6ba8-4014-bcda-5005414151d5","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"678923f1-8fe7-478e-9bc3-c194bd58d30c","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00102",,"ok","small shrub","Live",,,,0.5,,,,1.1,1.0,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"460d9986-01db-4a5b-9e55-cfe7e11bb4ea","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.3,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"4aa1bfd5-f7dc-414e-83af-7846d2125c76","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00104",,"ok","small shrub","Live",,,,0.5,,,,1.1,0.7,,"oblate half-sphere",1.8,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"1fcb44ee-3023-44af-8346-2a36b91c3a34","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"0a1af93b-d346-4553-b4e8-ee38c795b460","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00222",,"ok","small shrub","Live",,,,0.6,,,,1.5,1.2,,"oblate half-sphere",3.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"5d9c7013-ff75-4180-a58d-cd645b6fa07d","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00220",,"ok","small shrub","Live",,,,0.9,,,,1.6,1.5,,"half-sphere",1.6,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"78ec8df0-c50c-44da-8feb-79027978e1e9","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00226",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.9,,"oblate half-sphere",1.5,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"a5fef7e9-cd1e-4d53-84c0-003bd19c7c07","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"65774f7e-9906-4d7d-bb66-734d55827080","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Standing dead",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"7e9a4145-308c-4dd7-9447-1d8ba01a2b18","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00228",,"ok","small shrub","Live",,,,0.7,,,,1.7,1.2,,"oblate half-sphere",1.9,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"edbddd78-7376-4140-85a7-1bd03f9d7d44","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00220",,"ok","small shrub","Live",,,,0.9,,,,1.6,1.5,,"half-sphere",1.8,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"3c67105e-44df-44ce-b991-8c6e0ebec95a","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00223",,"ok","small shrub","Standing dead",,,,0.3,,,,0.6,0.5,,"oblate half-sphere",1.2,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"19395dd0-df21-42af-bb9a-9a62ce94a149","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00221",,"ok","small shrub","Live",,,,0.8,,,,1.8,1.6,,"oblate half-sphere",1.0,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"c4688b14-c660-4048-a1c7-212cf99e6e50","CPER_003.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_003","NEON.PLA.D10.CPER.00225",,"ok","small shrub","Live",,,,0.6,,,,1.6,1.3,,"oblate half-sphere",1.7,10,,,,,,,,,,,,"Jlinden@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
"43493c60-ef59-4be8-87a5-8dbd1fb7aa30","CPER_007.basePlot.vst","2017-09-19","vst_CPER_2017","D10","CPER","CPER_007","NEON.PLA.D10.CPER.00105",,"ok","small shrub","Live",,,,0.5,,,,1.3,0.7,,"oblate half-sphere",1.1,10,,,,,,,,,,,,"jmorris@battelleecology.org","dbradley@battelleecology.org",,"legacyData"
