uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID
"f6b98f8e-0cea-4fc3-bf24-3a5d61fcb556","CPER_064.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_064","31","4",,"TEMP.PLA.CPER.2017.64151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,3,0,,,,,"Jlinden@battelleecology.org","kbenson@battelleecology.org",
"198ffb3a-63e1-4c9f-b927-5498274c0c0a","CPER_072.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_072","32","2",,"TEMP.PLA.CPER.2017.72151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,46,0,,,,,"Jlinden@battelleecology.org","kbenson@battelleecology.org",
"5fb926f4-e15a-470d-be9d-a442a6dcdf59","CPER_060.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_060","40","1",,"TEMP.PLA.CPER.2017.60151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,62,2,,,,,"Jlinden@battelleecology.org","kbenson@battelleecology.org",
"6f71ea8d-6980-418f-a404-116f48e80cf0","CPER_052.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_052","32","4",,"TEMP.PLA.CPER.2017.52151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,8,0,,,,,"sscherneck@battelleecology.org","nleder@battelleecology.org",
"5645a373-4cb0-4104-8b00-f443b4a40a51","CPER_048.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_048","31","1",,"TEMP.PLA.CPER.2017.48152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,59,4,,,,,"dbradley@battelleecology.org","Pjudge@battelleecology.org",
"d90c2044-1986-46ad-9564-e6bec3285d5d","CPER_062.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_062","32","2",,"TEMP.PLA.CPER.2017.62151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,90,7,,,,,"sscherneck@battelleecology.org","nleder@battelleecology.org",
"ef0858fb-12ef-4aee-88f8-a4ed0e003bf6","CPER_048.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_048","31","4",,"TEMP.PLA.CPER.2017.48151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,27,2,,,,,"dbradley@battelleecology.org","Pjudge@battelleecology.org",
"dd9bdcb3-ad54-408c-8593-94e03bea474a","CPER_060.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_060","31","4",,"TEMP.PLA.CPER.2017.60152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,24,0,,,,,"Jlinden@battelleecology.org","kbenson@battelleecology.org",
"5661a41c-ba53-4c5f-bd0f-aadc2925a5c5","CPER_052.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_052","40","1",,"TEMP.PLA.CPER.2017.52152",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,27,4,,,,,"sscherneck@battelleecology.org","nleder@battelleecology.org",
"de92688a-4c69-4ffb-9c53-3a4fac690567","CPER_063.basePlot.vst","2017-09-14","vst_CPER_2017","D10","CPER","CPER_063","40","1",,"TEMP.PLA.CPER.2017.63151",,"OPPO","Opuntia polyacantha Haw.","species",,,,"cactus","pad","Live",,,,,,,,,,,,,,,,,38,4,,,,,"sscherneck@battelleecology.org","nleder@battelleecology.org",
