uid,namedLocation,date,nonwoodyCollectDate,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,samplingImpractical,eventID,eventType,dataCollected,subplotsSampled,samplingProtocolVersion,targetTaxaPresent,woodyTargetTaxaPresent,nonWoodyTargetTaxaPresent,treesPresent,shrubsPresent,lianasPresent,cactiPresent,fernsPresent,yuccasPresent,palmsPresent,ocotillosPresent,xerophyllumPresent,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,nestedSubplotAreaOther,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,totalSampledAreaOther,remarks,measuredBy,recordedBy,dataQF
"01761613-d752-4240-a20d-1ccca036add8","CPER_048.basePlot.vst","2015-09-28",,"D10","CPER","CPER_048","tower","grasslandHerbaceous",40.818931,-104.748858,"WGS84",20.1,521179.13,4518687.34,"13N",1652.1,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"361b6167-5734-4f97-a451-2e1ef9be4e04","CPER_049.basePlot.vst","2015-09-28",,"D10","CPER","CPER_049","tower","grasslandHerbaceous",40.817272,-104.744580,"WGS84",10.1,521540.44,4518504.23,"13N",1654.3,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,,,"jjensen@field-ops.org","legacyData"
"9e908761-fa55-4449-b684-3e90be569125","CPER_061.basePlot.vst","2015-09-28",,"D10","CPER","CPER_061","tower","grasslandHerbaceous",40.818121,-104.750648,"WGS84",10.1,521028.44,4518597.00,"13N",1652.8,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"3243de5d-3742-42a1-9aed-a068d95fa757","CPER_062.basePlot.vst","2015-09-28",,"D10","CPER","CPER_062","tower","grasslandHerbaceous",40.817267,-104.747786,"WGS84",10.1,521270.07,4518502.89,"13N",1651.7,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"6b64fcc7-36c6-4760-9ab1-4d73963afbc2","CPER_054.basePlot.vst","2015-09-28",,"D10","CPER","CPER_054","tower","grasslandHerbaceous",40.818898,-104.748127,"WGS84",10.1,521240.79,4518683.86,"13N",1651.8,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"3b9bc61a-ec6a-4c26-bd96-88291da42fdd","CPER_046.basePlot.vst","2015-09-28",,"D10","CPER","CPER_046","tower","grasslandHerbaceous",40.817297,-104.747096,"WGS84",20.1,521328.25,4518506.39,"13N",1652.1,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"40ebee71-7cdc-4545-a25c-263fcf9363db","CPER_066.basePlot.vst","2015-09-28",,"D10","CPER","CPER_066","tower","grasslandHerbaceous",40.816751,-104.749576,"WGS84",10.1,521119.27,4518445.18,"13N",1651.2,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
"8714ba94-783d-4222-89d7-db52309058db","CPER_056.basePlot.vst","2015-09-28",,"D10","CPER","CPER_056","tower","grasslandHerbaceous",40.816756,-104.748161,"WGS84",10.1,521238.61,4518446.07,"13N",1652.1,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,,,"jjensen@field-ops.org","legacyData"
"2d608520-696f-4ddf-a3d7-446b14273340","CPER_070.basePlot.vst","2015-09-28",,"D10","CPER","CPER_070","tower","grasslandHerbaceous",40.817815,-104.744224,"WGS84",10.1,521570.29,4518564.59,"13N",1648.4,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,,,"jjensen@field-ops.org","legacyData"
"c6bf4a78-fca6-4180-9e68-1a870b838191","CPER_064.basePlot.vst","2015-09-28",,"D10","CPER","CPER_064","tower","grasslandHerbaceous",40.818358,-104.745994,"WGS84",10.1,521420.84,4518624.43,"13N",1648.5,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","noneSelected",400,400,400,400,,,"jjensen@field-ops.org","legacyData"
"59d2e5dc-bb98-44f7-bdf2-f45b99ddcbc3","CPER_057.basePlot.vst","2015-09-28",,"D10","CPER","CPER_057","tower","grasslandHerbaceous",40.817822,-104.744930,"WGS84",10.1,521510.74,4518565.19,"13N",1650.3,0.1,,"vst_CPER_2015",,,,"NEON.DOC.000987vD",,,,,,,,,,,,,"noneSelected","noneSelected","10",400,400,400,80,,,"jjensen@field-ops.org","legacyData"
